Qu_1_a,Qu_1_b,Qu_1_c,Qu_1_d,Qu_2_a,Qu_2_b,Qu_2_c,Qu_2_d,Qu_3_a,Qu_3_b,Qu_3_c,Qu_3_d,Qu_4_a,Qu_4_b,Qu_4_c,Qu_4_d,Qu_5,Qu_6,Qu_7,Qu_8,Qu_9,Qu_10,Qu_11,Qu_12,Qu_13,Qu_14_a,Qu_14_b,Qu_15_a,Qu_15_b,Qu_15_c,Qu_15_d
1,2,3,1,2,3,6,3,1,2,2,2,1,3,5,7,United Kingdom,United Kingdom,Male,21,Student,College/University Degree,Low,Very High,Yes,2,5,1,4,2,4
3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,China,Hong Kong,,51,Teacher,College/University Degree,Medium,Medium,No,7,7,4,4,4,4
3,3,1,2,6,2,6,6,5,2,4,6,3,3,5,2,Spain,Spain,Male,42,Cfo,MasterÕs Degree,High,High,Yes,4,4,1,1,1,1
3,4,4,4,3,6,6,6,4,4,5,5,5,4,4,4,Ukraine,Ukraine,Male,22,Student,Master's Degree,Very High,Low,No,7,7,3,2,1,2
2,2,1,1,1,1,3,2,5,2,6,2,1,4,1,2,China,China,Female,30,It,College/University Degree,Very Low,Low,No,6,7,1,4,1,1
6,2,1,2,2,3,7,5,2,3,,6,1,1,1,1,South Africa,South Africa,Female,24,Administrative Assistant,College/University Degree&amp;nb,Medium,Low,Yes,2,1,1,4,2,5
1,1,1,1,2,3,6,2,1,2,6,1,2,1,1,2,Uk,Uk,Male,20,Student,College/University Degree,Low,Medium,Yes,5,1,1,5,3,1
4,3,5,4,2,2,7,7,2,2,7,7,6,6,5,3,Brazil,Brazil,Male,23,Student,Some College,Medium,Medium,No,7,7,1,6,6,6
1,1,1,1,1,3,3,1,1,1,1,2,1,2,3,2,South Africa,South Africa,Male,23,Manager,Master&amp;rsquo;s Degree,Medium,Medium,No,7,7,1,3,1,1
6,2,1,1,1,7,6,2,6,7,2,3,7,7,7,7,China,China,Female,31,Hr,College/University Degree,Medium,Medium,No,7,7,1,1,1,1
3,2,1,1,3,2,4,2,2,2,3,2,2,2,3,2,United Kingdom,United Kingdom,Female,20,Student,Some College,Very Low,Very Low,No,7,7,3,4,2,2
2,3,3,2,5,6,7,6,4,3,4,3,2,2,5,3,United States,United States,Male,24,Student,College/University Degree,Medium,High,Yes,2,2,1,1,1,1
3,2,2,1,1,2,3,2,2,2,3,3,2,4,4,3,India,India,Male,23,Assistant Professor,Master&amp;amp;rsquo;s Degree,Medium,Medium,Yes,5,1,1,1,1,1
2,2,1,2,4,3,7,6,4,3,7,6,3,2,4,1,China,China,Female,23,Student,College/University Degree,Very Low,Medium,No,7,7,1,4,1,1
2,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,South Africa,South Africa,Male,33,Hr Business Partner,College/University Degree&amp;nb,Medium,Medium,Yes,2,1,1,1,1,1
4,1,1,6,1,1,2,1,1,1,2,1,5,4,2,2,United Kingdom,Thailand,Female,19,Student,High School/Secondary School,Low,Medium,No,6,6,1,3,1,1
4,3,3,3,3,4,6,3,3,3,4,5,5,4,3,3,United Kingdom,United Kingdom,Male,25,Student,MasterÕs Degree,Medium,Medium,No,6,5,2,2,3,2
2,2,1,2,2,1,4,2,1,1,4,1,1,1,3,1,China,China,Male,45,Manager,College/University Degree,Low,Low,No,4,6,5,1,1,3
2,1,1,1,1,1,7,3,1,1,7,3,2,3,6,6,Lebanon,Australia,Female,30,Analyst,MasterÕs Degree,Low,Low,No,2,1,1,1,1,1
3,2,1,2,1,2,2,3,2,2,2,2,1,2,2,2,China,China,Female,23,Accoutant,University,Low,Medium,No,6,7,1,2,1,1
3,2,1,5,2,2,7,5,2,2,2,2,3,2,2,3,Mexico,Mexico,Female,27,Student,MasterÕs Degree,Low,Low,No,7,7,1,2,1,1
6,2,2,2,2,2,4,5,2,2,4,5,2,2,2,2,Philippines,Philippines,Male,26,Engineer,Master's Degree,High,Medium,No,1,1,2,2,2,2
3,3,3,6,1,2,2,2,1,1,2,2,1,1,4,4,Turkey,Turkey,Female,23,Student,College/University Degree,Medium,High,No,7,2,5,5,1,1
6,6,1,1,4,4,4,4,4,4,4,4,3,3,3,3,South Africa,South Africa,Female,24,Senior Project Planner,Master&amp;rsquo;s Degree,Medium,Medium,Yes,4,1,2,2,1,1
2,5,3,5,3,3,5,2,2,3,3,5,1,5,6,2,China,China,Female,27,Student,College/University Degree,Very Low,Medium,No,5,6,3,5,2,3
2,2,2,2,7,7,7,7,3,3,3,3,3,3,2,3,United Kingdom,United Kingdom,Male,19,Student,High School/Secondary School,Low,Low,No,7,7,1,3,2,2
2,2,5,1,3,2,5,3,2,2,3,2,2,1,1,2,United Kingdom,Afghanistan,Male,18,Student,Some College,Medium,Medium,Yes,1,1,2,3,1,1
3,2,2,1,2,3,4,4,3,4,2,4,3,3,2,3,Hong Kong,Hong Kong,Male,50,Accounts Clerk,College/University Degree,Low,Low,Yes,6,6,1,2,1,1
6,4,2,3,7,6,7,5,4,7,7,2,3,2,6,2,Bulgaria,Bulgaria,Male,23,Master In Finance,College/University Degree,Medium,Medium,Yes,4,3,2,4,1,3
4,2,1,5,2,3,2,4,2,3,2,1,3,1,2,2,China,China,Female,25,Accountant,College/University Degree,Low,Medium,No,7,7,1,4,1,1
6,2,1,1,3,2,5,2,1,2,4,2,2,2,1,2,Brazil,Brazil,Male,24,University Staff,College/University DegreeÊ,Medium,Medium,Yes,2,2,1,1,1,1
2,3,2,3,3,2,6,3,3,2,5,3,3,2,3,3,China,China,Male,23,Student,Master's Degree,Low,Medium,No,6,7,2,3,1,2
7,6,5,6,5,5,5,4,4,5,6,5,4,5,6,5,United States,United States,Male,,,,High,High,Yes,5,6,5,6,6,6
7,2,2,3,2,5,7,3,2,2,6,2,1,5,6,6,South Africa,South Africa,Female,21,Student,Some College&amp;nbsp;&amp;nbsp;,Medium,Medium,Yes,2,2,1,1,1,2
5,6,2,3,5,3,7,7,3,5,7,7,3,1,6,2,Canada,Canada,Male,21,Student,Some College,Medium,Medium,Yes,5,1,2,3,1,1
2,6,1,4,5,3,7,3,2,2,7,3,3,2,7,5,United Kingdom,United Kingdom,Female,45,Administrator,College/University Degree,Medium,Medium,Yes,4,1,1,4,1,1
3,3,1,3,3,2,6,2,2,3,4,3,3,4,3,5,Portugal,Portugal,Male,37,It Manager,High School/Secondary School,Very High,Medium,Yes,5,6,1,1,1,1
3,4,2,2,3,2,1,1,5,2,2,4,2,2,2,1,United Kingdom,United Kingdom,Female,22,Student,College/University Degree,Medium,Medium,No,7,6,3,3,1,2
2,2,3,3,2,3,4,2,1,1,2,2,2,1,2,3,China,China,Male,25,Student,Master's Degree,Medium,Medium,No,5,6,4,3,4,3
3,3,1,2,2,3,3,7,2,3,7,2,3,3,1,2,Ghana,Ghana,Female,31,Student,College/University Degree,Low,Low,Yes,1,1,1,1,1,1
1,1,1,1,1,3,7,7,1,1,3,7,1,1,3,2,India,India,Male,26,Engineer,Master's Degree,Low,Low,No,6,6,1,1,1,1
4,3,4,4,4,3,3,4,4,3,4,4,4,5,3,4,India,India,Male,35,Business,Master&amp;amp;rsquo;s Degree,Medium,Medium,Yes,3,1,1,1,1,1
6,6,2,2,2,3,6,5,2,2,4,4,2,1,1,3,India,India,Male,31,Software Analyst,College/University Degree&amp;am,High,High,Yes,3,1,1,2,1,1
2,1,1,2,2,3,6,3,1,2,6,2,2,1,1,2,United Kingdom,United Kingdom,Female,21,Student,College/University Degree,Medium,High,Yes,6,6,1,2,1,1
2,1,1,1,2,1,6,3,1,2,6,5,3,2,2,2,Colombia,Colombia,Male,29,Student,Master's Degree,Low,Low,Yes,2,2,1,1,1,1
3,6,3,4,3,2,4,3,3,2,4,5,6,2,3,4,India,India,Male,26,Marketing,Master&amp;amp;rsquo;s Degree,Medium,Medium,Yes,5,4,4,2,3,4
4,4,4,4,5,6,3,4,5,3,5,4,4,5,3,4,China,China,Male,23,Student,Master&rsquo;s Degree,Medium,Medium,No,4,4,5,4,6,3
2,3,2,1,3,2,4,5,2,1,4,4,2,1,4,2,Vietnam,Vietnam,Male,19,Student,College/University Degree,Low,Medium,No,7,3,3,5,6,4
4,4,3,3,5,5,7,5,5,5,,7,3,5,5,6,Canada,China,Female,21,Law Student,College/University Degree,Very Low,Medium,Yes,7,7,3,5,2,2
6,7,5,7,5,6,5,6,6,5,7,6,6,5,7,6,India,India,Female,22,Student,College/University Degree&amp;am,Low,Very Low,Yes,1,2,5,6,1,1
2,1,1,2,2,3,6,3,1,2,6,2,2,1,1,2,United Kingdom,United Kingdom,Female,21,Student,College/University Degree,Medium,High,Yes,6,6,1,2,1,1
2,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,China,China,Female,24,Student,4,3,3,Yes,2,3,1,1,1,1
2,2,2,7,1,3,4,2,2,3,3,2,2,3,4,5,Turkey,Turkey,Male,24,Student,College/University Degree,Medium,Medium,Yes,1,1,2,3,2,1
2,3,1,1,1,5,4,2,1,2,4,2,3,5,2,4,Hong Kong,France,Male,35,Sales,MasterÕs Degree,Medium,Medium,No,7,7,1,2,2,1
2,2,2,5,5,3,5,3,3,2,5,2,1,2,5,2,China,China,Female,21,Student,College/University Degree,Very Low,Low,No,7,7,2,3,1,3
2,3,4,6,5,3,4,5,4,4,5,5,3,4,5,5,China,China,Female,24,Student,College/University Degree,Medium,High,No,6,6,5,5,4,5
2,3,2,3,2,3,7,3,2,3,5,5,2,4,3,3,United Kingdom,United Kingdom,Male,20,Student,College/University Degree,Low,Medium,Yes,3,3,1,5,5,2
2,3,2,2,5,1,7,2,2,2,4,2,2,2,2,2,"Taiwan, Province Of China","Taiwan, Province Of China",Male,23,Student,4,3,3,Yes,2,2,1,1,1,1
3,2,1,1,4,2,7,3,3,2,5,3,3,2,2,1,United Kingdom,United Kingdom,Male,19,Student,High School/Secondary School,Medium,High,No,7,7,1,5,1,1
4,4,3,2,2,3,3,4,5,3,3,3,2,1,1,2,Togo,Togo,Male,28,Student,Master's Degree,Medium,Medium,No,6,7,2,3,1,1
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,American Samoa,Afghanistan,Female,29,Researcher,Doctoral Degree,Very High,Very High,Yes,7,7,1,1,1,1
2,1,1,1,1,1,2,1,2,2,2,3,2,1,3,3,China,China,1,20,Student,2,3,3,No,6,4,7,1,1,1
4,3,3,3,3,6,7,7,2,5,6,7,2,6,6,3,Philippines,Philippines,Female,31,Home Maker,College/University Degree,Medium,High,Yes,2,1,1,1,1,1
3,1,1,1,2,2,7,2,1,1,3,2,3,2,2,1,United Kingdom,United Kingdom,Female,23,Student,College/University Degree,Very Low,High,Yes,4,1,1,3,1,2
2,2,1,1,2,3,4,3,1,2,3,2,1,2,3,2,China,China,Female,32,Company Executive,College/University Degree,Medium,High,No,7,7,4,1,1,1
3,2,2,3,1,2,3,2,2,2,2,3,1,6,6,2,China,China,1,22,Banker,2,3,3,Yes,4,2,7,1,1,1
2,2,1,1,2,3,6,3,2,2,5,3,2,2,2,2,Greece,Greece,Male,22,Student,High School/Secondary School,Medium,High,Yes,3,3,1,2,1,1
1,2,3,7,4,3,5,3,2,1,7,3,2,3,4,3,China,China,Female,22,Student,College/University Degree,Very Low,High,No,7,7,1,1,1,2
7,1,1,2,2,6,2,4,4,1,4,4,2,4,3,4,China,China,Female,34,Sales,College/University Degree,Medium,Medium,No,6,7,3,3,1,1
4,3,3,3,3,3,5,4,3,3,4,4,3,2,3,4,Canada,Canada,Female,35,Web Design,College/University Degree,High,High,No,7,7,1,1,1,1
1,1,1,1,6,3,7,3,5,3,6,3,5,5,3,6,United Kingdom,United Kingdom,Male,23,Banking,College/University Degree,Medium,Medium,No,5,7,3,3,1,3
1,1,1,1,4,2,2,5,,,,,,,,,China,China,Female,24,Student,Master&#039;s Degree,Very Low,Medium,No,,,,,,
2,2,3,3,2,4,4,3,2,3,4,3,4,2,2,4,Viet Nam,Viet Nam,Male,26,Student,Master's Degree,Medium,Medium,Yes,3,3,4,2,1,3
3,3,4,5,4,6,6,3,2,5,4,3,3,5,4,3,China,China,Male,26,Student,Master's Degree,Very Low,Very Low,No,4,6,4,3,4,4
4,2,1,4,4,4,7,4,3,3,4,4,4,4,3,3,Canada,Canada,Male,28,Debt Collector,High School/Secondary School,Medium,Medium,No,7,7,1,1,1,1
1,1,1,1,1,2,6,3,1,2,3,2,2,2,2,1,United Kingdom,United Kingdom,Female,20,Student,High School/Secondary School,Very Low,Medium,No,7,7,2,3,1,1
4,3,1,1,2,2,3,2,1,1,1,1,1,3,1,1,United Kingdom,United Kingdom,Male,25,Student,College/University Degree,Medium,Medium,No,7,7,2,2,2,3
2,1,1,1,2,5,7,7,1,2,2,4,4,3,5,3,United Kingdom,United Kingdom,Male,27,Mechanic,High School/Secondary School,Low,Low,Yes,6,3,1,1,1,1
3,2,2,2,2,6,4,6,3,3,4,6,2,1,2,3,United Kingdom,United Kingdom,Male,25,Sales Man,2,3,3,Yes,3,2,1,1,1,1
6,7,5,6,2,7,7,6,,,,,5,4,6,5,United States,United States,Male,20,Student,Some College&amp;amp;nbsp;&amp;a,Low,High,Yes,7,6,1,1,1,1
7,3,1,1,6,6,7,7,4,4,3,4,3,2,4,4,South Africa,South Africa,Female,18,Currently A Student,High School/Secondary School&amp,Low,Medium,Yes,2,1,1,1,1,1
1,6,4,3,3,1,1,5,3,4,3,3,1,2,3,3,China,China,Male,19,Student,College/University Degree,Medium,Medium,No,7,7,1,3,3,1
3,2,4,2,3,2,4,2,3,2,4,2,3,2,3,4,China,China,Male,23,Student,MasterÕs Degree,Low,Low,No,7,7,4,4,4,5
6,3,3,2,4,5,6,5,3,3,5,5,2,3,5,5,China,China,Male,24,Student,Master,Low,Medium,No,6,7,2,4,1,3
7,1,1,1,1,1,5,7,1,1,1,2,1,7,3,3,Philippines,Philippines,Male,27,Engineer,Master's Degree,Medium,Medium,Yes,3,2,1,1,1,1
4,1,3,1,7,7,7,7,3,3,7,3,1,1,6,1,Canada,Canada,Male,54,Acquisition Analyst,Master's Degree,Medium,Low,Yes,5,1,1,1,1,1
4,1,1,5,4,1,4,3,3,1,3,1,3,4,2,2,United Kingdom,United Kingdom,Male,20,Student,High School/Secondary School,Very Low,Very Low,Yes,1,2,1,1,1,1
1,2,1,2,2,3,4,3,1,2,4,3,2,2,4,4,China,China,Female,25,Student,4,3,3,Yes,4,4,1,2,1,1
6,5,4,2,3,4,2,1,4,3,2,2,2,3,4,1,India,India,Female,39,Self,College/University Degree&amp;am,Medium,Medium,Yes,5,3,3,1,2,2
2,3,1,5,7,7,5,6,3,4,6,3,4,1,1,2,China,China,Female,23,Student,College/University Degree,Low,Low,No,6,7,5,4,5,4
3,3,1,1,6,5,3,2,5,6,2,3,3,5,2,5,"Korea, Republic Of","Korea, Republic Of",Female,18,Student,Master Degree,Medium,Medium,Yes,1,7,7,3,1,3
2,2,4,6,2,5,7,4,2,3,7,4,3,3,2,4,United Kingdom,Singapore,Male,22,Student,College/University Degree,Very Low,Medium,No,7,7,1,3,2,1
5,4,5,5,5,5,4,4,3,3,4,4,4,4,5,4,Indonesia,Philippines,Female,27,Teaching,Master's Degree,Medium,Medium,Yes,2,1,4,5,5,4
1,2,3,1,2,3,6,3,1,2,2,2,1,3,5,7,United Kingdom,United Kingdom,Male,21,Student,College/University Degree,Low,Very High,Yes,2,5,1,4,2,4
2,3,4,5,3,2,3,4,3,2,1,4,4,3,2,3,India,India,Male,31,It,College/University Degree&amp;am,Medium,Medium,Yes,4,3,2,3,4,5
4,3,5,4,5,3,7,3,2,2,1,1,2,3,3,4,Turkey,Turkey,1,24,Academic,3,3,3,0,1,1,3,5,1,1
2,1,1,1,7,7,3,7,5,3,3,5,2,3,1,5,South Africa,South Africa,Female,19,Student,High School/Secondary School&amp,Medium,Low,Yes,2,1,6,1,1,1
6,4,2,3,7,6,7,5,4,7,7,2,3,2,6,2,Bulgaria,Bulgaria,Male,23,Master In Finance,College/University Degree,Medium,Medium,Yes,4,3,2,4,1,3
2,2,2,2,3,3,3,3,2,2,2,2,1,1,1,1,Canada,Canada,Male,62,Carpenter,College/University Degree,Very Low,Very Low,Yes,4,3,1,1,1,1
4,2,1,6,3,3,7,4,2,7,7,6,2,2,4,4,United States,United States,Male,67,Retired Formerly A Title Officer,College/University Degree&amp;am,Medium,Medium,Yes,2,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,United Kingdom,United Kingdom,Male,24,Student,MasterÕs Degree,Very Low,Medium,No,7,7,2,2,2,3
1,1,1,2,1,1,3,3,1,1,3,3,1,1,1,2,China,China,0,25,Media,2,2,3,Yes,4,4,6,1,5,5
1,1,1,2,3,4,4,3,4,3,5,4,3,4,2,3,"Taiwan, Province Of China","Taiwan, Province Of China",Male,33,Student,Master,Medium,Medium,Yes,4,4,5,4,2,2
3,4,2,3,6,6,6,5,5,7,6,4,3,3,2,3,China,China,Female,19,Student,Master Degree,Medium,Medium,No,1,1,6,2,1,5
2,2,2,2,1,1,1,1,2,6,6,2,2,2,2,2,South Africa,South Africa,Male,36,Librarian,College/University Degree&amp;nb,Medium,Low,Yes,2,1,3,7,1,1
3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,China,China,Male,22,Student,College/University Degree,Medium,Medium,No,4,4,4,4,4,4
2,2,1,2,3,2,6,3,2,2,3,3,4,3,3,3,United States,United States,Male,29,Unemployed,Master&amp;amp;rsquo;s Degree,Very Low,Very Low,No,7,7,4,5,3,3
1,1,1,1,5,3,7,5,3,2,7,2,1,1,1,1,Germany,Germany,Male,21,College Student,College/University Degree,Ver Low,Ver Low,No,6,5,1,3,1,1
2,2,3,4,3,4,4,5,5,4,5,7,4,5,5,4,Philippines,Philippines,Male,20,Student,College/University Degree,Medium,Low,Yes,4,3,6,6,5,6
5,3,3,3,2,4,4,3,3,5,5,3,2,4,5,3,China,China,Female,25,Marketing,College/University Degree,Very Low,Medium,No,6,6,1,1,1,1
2,1,2,1,2,2,6,3,2,2,6,2,2,1,3,2,United States,Finland,Female,52,Artisan,Some College&amp;amp;nbsp;&amp;a,Very Low,Medium,No,7,7,1,2,1,1
3,3,1,1,1,1,3,2,1,2,2,1,2,4,2,,China,China,Female,25,Student,MasterÕs Degree,Medium,Medium,No,7,7,2,3,2,3
3,4,5,5,5,4,4,3,3,4,5,4,5,5,5,5,China,China,Female,24,Student,College/University Degree,High,High,No,5,5,2,5,2,2
4,1,1,2,4,4,6,5,2,2,6,3,2,2,1,2,China,China,Male,23,Student,4,1,3,No,4,4,3,3,1,2
6,2,1,1,3,2,3,5,1,1,2,2,2,2,2,1,South Africa,South Africa,Female,18,Student,High School/Secondary School&amp,Low,Medium,Yes,1,1,1,1,1,1
3,2,2,2,1,3,5,3,1,2,5,2,1,3,5,6,Turkey,Turkey,Male,24,Student,College/University Degree,Medium,Medium,Yes,1,1,1,3,2,1
3,3,1,2,2,3,3,7,2,3,7,2,3,3,1,2,Ghana,Ghana,Female,31,Student,College/University Degree,Low,Low,Yes,1,1,1,1,1,1
5,3,3,5,5,4,4,5,4,5,5,5,3,2,3,4,India,India,Male,26,Sales Manager,College/University Degree&amp;am,High,Medium,Yes,2,1,4,6,7,2
1,2,2,3,3,3,4,4,2,2,2,2,1,2,2,2,China,China,Male,23,Student,Master's Degree,Medium,Medium,No,7,6,3,5,4,4
2,2,2,2,4,4,4,4,3,3,4,4,4,3,3,4,China,China,Female,22,Student,College/University Degree,Very Low,Low,No,7,7,4,4,4,3
1,2,2,1,2,2,3,2,2,1,2,3,2,2,2,2,Mexico,Mexico,Female,26,Student,Master's Degree,Medium,Medium,No,7,7,5,6,4,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,United Kingdom,United Kingdom,Male,24,Electronics Design Engineer,College/University Degree,Medium,Low,No,7,7,1,1,1,1
6,4,5,5,2,3,4,3,2,3,3,3,2,3,4,3,India,India,Male,36,Data Entry,College/University Degree&amp;am,Low,Low,Yes,4,2,3,5,3,4
7,6,2,3,5,5,7,7,6,5,7,7,2,2,5,5,United Kingdom,United Kingdom,Male,50,Contract Manager,College/University Degree,High,High,No,5,6,1,1,1,1
2,2,2,2,4,2,2,7,2,4,7,4,2,3,7,6,China,China,Male,28,Student,Master&#039;s Degree,Very Low,Very Low,Yes,6,6,5,5,5,5
3,2,2,2,5,3,7,7,1,1,4,6,7,1,6,6,Lebanon,Lebanon,Female,35,Manager,MasterÕs Degree,Medium,Medium,Yes,3,2,1,1,1,1
5,2,2,2,2,2,3,3,2,3,3,4,5,4,3,2,Malaysia,Malaysia,Male,25,Student,Master's Degree,Low,Medium,No,3,5,1,3,2,2
1,1,1,1,2,1,2,4,2,1,2,3,2,1,3,2,Canada,Canada,Female,29,Independent Contractor,Some College,Medium,High,No,7,7,1,3,1,1
3,3,2,3,2,2,3,5,3,4,3,6,2,3,1,2,Philippines,Philippines,Male,29,Underwriter,Master's Degree,Medium,Medium,Yes,3,4,2,2,2,1
6,2,2,7,2,2,7,6,1,1,3,4,2,2,2,5,South Africa,South Africa,Male,27,Project Co-Ordinator,College/University Degree&amp;nb,Medium,Medium,Yes,2,1,1,1,1,1
2,2,2,2,6,6,6,6,3,3,3,3,1,2,2,3,South Africa,South Africa,Male,66,Lecturer,Doctoral Degree&amp;nbsp;&amp;nb,High,High,Yes,2,3,1,3,1,1
3,2,1,3,1,1,4,2,1,1,3,2,3,1,2,2,South Africa,South Africa,Female,52,Administration,Some College&amp;nbsp;&amp;nbsp;,Medium,High,Yes,5,1,1,1,1,1
3,3,2,2,3,2,5,3,2,1,4,3,3,1,1,2,China,China,Female,31,Office Worker,College/University Degree,Medium,Medium,Yes,3,1,5,1,1,1
3,4,1,7,3,6,4,7,1,2,4,6,1,1,4,3,Turkey,Turkey,1,37,Manager,4,3,2,0,3,2,3,2,4,4
4,1,1,7,3,3,5,2,2,2,4,2,1,7,7,1,Albany,Albany,Male,24,Meteorogist,High School/Secondary School,Ver Low,Ver Low,Yes,1,1,6,7,4,5
4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,Canada,Canada,,19,Student,Some College,Medium,Medium,Yes,6,6,4,4,4,4
7,4,2,2,7,7,7,7,4,4,4,4,4,4,4,4,South Africa,Namibia,Female,47,Lecturer,Doctoral Degree&amp;nbsp;&amp;nb,Medium,Medium,Yes,3,1,1,1,1,1
4,2,2,1,1,1,7,6,1,1,7,3,1,1,3,1,United Kingdom,England,Female,23,Student,MasterÕs Degree,Low,High,Yes,2,1,1,1,1,1
2,2,2,2,3,3,3,3,5,1,6,4,3,3,7,4,South Georgia And South Sandwich Islands,South Africa,Male,26,Project Coordinator,College/University Degree&amp;nb,Medium,Medium,Yes,3,1,1,1,1,1
1,1,1,1,1,3,3,1,1,1,1,2,1,2,3,2,South Africa,South Africa,Male,23,Manager,Master&amp;rsquo;s Degree,Medium,Medium,No,7,7,1,3,1,1
3,3,1,2,2,3,3,7,2,3,7,2,3,3,1,2,Ghana,Ghana,Female,31,Student,College/University Degree,Low,Low,Yes,1,1,1,1,1,1
2,2,1,3,2,5,6,6,3,6,2,4,3,6,2,3,Italy,Italy,Male,24,Student,Master Degree,Low,Medium,No,7,7,1,3,2,2
1,1,1,1,3,2,7,4,1,2,6,4,6,1,3,2,United States,Philippines,Female,49,Insurance,College/University Degree&amp;am,Low,Low,Yes,4,3,2,1,1,2
3,2,1,2,1,2,3,3,1,2,3,3,1,2,1,3,Lebanon,Lebanon,Male,27,General Manager,MasterÕs Degree,High,,Yes,4,2,3,6,1,1
6,2,1,1,6,6,6,6,2,2,3,4,2,6,4,4,Greece,Greece,Female,31,Account Manager,MasterÕs Degree,Medium,Medium,No,7,6,2,2,1,2
2,2,1,6,1,3,7,3,1,3,4,3,1,2,2,3,Mexico,Mexico,Male,33,Sales,Master's Degree,Medium,Medium,Yes,3,1,4,1,1,1
2,2,2,2,1,1,4,4,2,1,2,2,2,2,2,2,China,China,Male,24,Student,College/University Degree,Low,Medium,No,4,4,3,2,2,2
2,3,2,2,,,,,2,2,3,2,2,2,2,2,Philippines,Philippines,Male,28,Software Developer,Master's Degree,Medium,Medium,Yes,3,2,6,6,7,7
2,1,1,1,2,2,6,2,1,1,5,1,2,1,1,2,United Kingdom,United Kingdom,Female,22,Student,College/University Degree,Medium,High,No,6,6,1,2,1,1
4,3,4,4,3,3,3,2,3,3,3,4,3,4,5,2,China,China,Male,25,Ad,3,3,2,No,4,4,1,2,1,2
4,3,2,2,5,5,3,7,4,2,7,4,4,4,4,4,Nigeria,Nigeria,Female,24,Student,Master&#039;s Degree,Medium,Medium,Yes,1,1,1,1,1,1
1,2,2,6,1,1,3,2,1,1,2,1,1,3,1,1,United Kingdom,United Kingdom,Male,42,Project Manager,Some College,Medium,Medium,No,7,7,1,1,1,1
5,5,3,3,5,6,7,6,3,6,7,6,5,2,2,2,United States,United States,Male,36,Maintenance,College/University Degree&amp;am,Low,Low,No,7,7,1,1,1,1
4,3,2,2,3,3,3,3,2,3,3,2,4,3,3,2,Philippines,Philippines,Female,35,Cashier,Master's Degree,High,High,Yes,2,1,1,1,1,1
5,1,1,1,3,4,4,6,1,4,2,1,1,4,4,2,South Africa,South Africa,Female,23,Na,High School/Secondary School&amp,Medium,Medium,Yes,1,1,1,1,1,1
5,3,2,1,2,2,7,5,1,1,6,4,1,1,3,1,Brazil,Brazil,Female,19,Student,Some College Ê,Low,Low,Yes,3,1,1,5,1,1
1,1,1,1,1,2,7,3,1,2,7,2,2,1,3,1,Canada,Canada,Male,43,Teacher,Master's Degree,Medium,Medium,Yes,2,1,1,1,1,1
4,3,1,2,3,2,7,4,,,,,3,3,3,3,United States,United States,Female,28,Secretary,College/University Degree&amp;am,Low,Low,No,7,7,2,2,1,1
4,5,6,6,2,3,5,6,2,4,4,7,6,5,4,3,Philippines,Philippines,Male,30,Sales,College/University Degree,Medium,High,Yes,4,5,3,4,5,6
4,4,2,7,3,2,3,2,1,1,3,1,2,2,3,3,Brazil,Brazil,Female,24,Student,College/University DegreeÊ,Medium,Medium,No,7,6,4,3,1,1
1,2,2,1,1,2,7,3,1,2,7,1,5,3,3,2,United Kingdom,United Kingdom,Female,23,Local Welfare Provision Southampton Coordinator,College/University Degree,Medium,High,Yes,2,1,1,3,1,1
3,3,5,5,6,5,7,7,7,4,6,6,4,2,3,2,"Taiwan, Province Of China","Taiwan, Province Of China",Female,19,Student,Master Degree,Medium,Medium,Yes,1,4,6,1,2,2
2,3,1,5,2,5,3,2,2,3,4,5,2,3,4,3,Philippines,Philippines,Male,31,Account Executive,College/University Degree,Low,Medium,Yes,2,1,1,1,1,2
2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,China,China,Female,25,Student,Master's Degree,Medium,Medium,No,7,7,4,4,4,4
5,4,2,5,5,4,4,5,5,5,4,5,5,2,2,1,India,India,Female,20,Part-Time Job,Some College&amp;amp;nbsp;&amp;a,Medium,Medium,Yes,2,1,4,4,1,1
1,7,1,1,2,7,6,3,2,2,5,3,2,1,3,2,Turkey,Turkey,1,26,Priest,4,4,3,0,1,1,1,1,1,1
7,1,1,1,1,7,7,2,1,7,7,4,4,1,1,1,China,China,Male,25,Web Engineer,College/University Degree,Medium,Medium,Yes,4,1,1,1,1,3
3,3,4,4,4,3,5,6,3,4,3,4,3,3,4,3,China,China,Female,24,Student,Master's Degree,Medium,Medium,No,7,6,3,3,3,4
2,2,1,2,2,3,6,3,2,4,6,2,1,3,4,4,Mexico,Mexico,Female,25,Student,Master's Degree,Low,Low,No,4,4,1,1,1,1
1,1,2,2,1,2,1,1,5,2,1,1,1,3,3,3,China,China,Male,26,Student,MasterÕs Degree,Medium,Medium,No,7,7,1,1,1,2
